"hotel_id","hotel_name","city_name","grade","hotel_address","user_rating","review_count","property_type","actual_address","actual_city","actual_prefecture","actual_postal_code","actual_latitude","actual_longitude","actual_phone","actual_star_rating","supplier_hotel_code","rtx_code","agoda_code","expedia_code","top_selling_rank","source_last_mapped_at","actual_data_sources","data_origin"
"H0868","Daiwa Roynet Hotel SAPPORO-SUSUKINO","Sapporo","3","1-2-1 Minami-4-jonishi, Chuo-ku","9.8","879","Hotel","1-2-1 Minami-4-jonishi, Chuo-ku","Sapporo","Hokkaido","064-0804","43.05575683","141.3569052","81-11-530-0755","3.5","JPSPK00011","N4Fo","400372","5239095","857","2025-09-15 12:31:43","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0869","Dansetsu Sapporo","Sapporo","4","2-1-1 Minami 6Jo Higashi, Chuo-ku","7.1","976","Hotel","2-1-1 Minami 6Jo Higashi, Chuo-ku","Sapporo","Hokkaido","060-0056","43.054506","141.360193","81-11-590-4177","","JPSPK00319","YyDT","64503540","","106","2026-02-11 10:03:53","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0870","Dreamhouse R&D Gakuenmae","Sapporo","5","Sapporo 도요히라","7.199999999999999","1073","Resort","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0871","Ezo Run","Sapporo","3","Sapporo 삿포로역","7.3","1170","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0872","FRAME HOTEL SAPPORO","Sapporo","4","7-8-1 Minami-5-jonishi Chuo-ku","7.3999999999999995","1267","Hotel","7-8-1 Minami-5-jonishi Chuo-ku","Sapporo","Hokkaido","064-0805","43.0542333","141.3482994","81-50-5444-6618","4.0","JPSPK00180","ja2J","19924467","","2734","2025-11-17 18:15:22","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0873","GRANBELL HOTEL TANUKI, SAPPORO","Sapporo","5","8-10-1 Minami 3-jo Nishi, Chuo-ku","7.5","1364","Hotel","8-10-1 Minami 3-jo Nishi, Chuo-ku","Sapporo","Hokkaido","060-0063","43.0558865","141.345906","81-11-522-5541","3.0","","PpMx","22001968","","","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0874","Grand Mercure Sapporo Odori Park","Sapporo","3","11-1-1 Kita 1-jo Nishi, Chuo-ku","7.6","1461","Hotel","11-1-1 Kita 1-jo Nishi, Chuo-ku","Sapporo","Hokkaido","060-0001","43.06090009","141.3396898","81-3-6627-4630","3.5","JPSPK00283","u8Sh","48041443","","","2025-09-15 12:31:43","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0875","GRIDS Sapporo","Sapporo","4","Sapporo 마루야마","7.699999999999999","1558","Ryokan","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0876","Guest House On My Way","Sapporo","5","Sapporo 모이와산","7.8","1655","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0877","Guest House Sapporo yuyu","Sapporo","3","Sapporo 신삿포로","7.8999999999999995","1752","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0878","HELIO HOSTEL SAPPORO","Sapporo","4","5-26-4 Minami 2jo Nishi, Chuo-ku","8.0","1849","Hotel","5-26-4 Minami 2jo Nishi, Chuo-ku","Sapporo","Hokkaido","060-0062","43.0579246","141.3509361","81-11-205-3059","","JPSPK00316","cwhs","38499000","","","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0879","Hokkaido Christian Center","Sapporo","5","Sapporo 기타구","8.1","1946","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0880","Hokkaido Sun Guest House","Sapporo","3","2-21, West 6, North 23 North district 060-0042 Sapporo ´JP´","8.2","2043","Hotel","2-21, West 6, North 23 North district 060-0042 Sapporo ´JP´","Sapporo","","","43.0893096923828","141.340087890625","+81 11 7885099","","JPSPK00192","","","","","2021-07-22 10:43:30","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0881","Holiday Inn & Suites Sapporo Odori Park","Sapporo","4","8-6-1 Minami 2-jo Nishi, Chuo-ku","8.299999999999999","2140","Resort","8-6-1 Minami 2-jo Nishi, Chuo-ku","Sapporo","Hokkaido","060-0062","43.0566014","141.3455831","81-120-677-651","","JPSPK00023","mBlG","","","","2026-04-09 04:22:17","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0882","Hotel Abest Sapporo","Sapporo","5","6-1-1 Minami 2-Jo Nishi, Chuo-ku","8.4","2237","Hotel","6-1-1 Minami 2-Jo Nishi, Chuo-ku","Sapporo","Hokkaido","060-0062","43.057107","141.349491","81-11-251-2511","3.0","JPSPK00275","V4VX","25913689","","2372","2025-07-18 16:18:10","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0883","hotel androoms Sapporo Susukino","Sapporo","3","1-1-9 Minami 7jo nishi, Chuo-ku","8.5","2334","Hotel","1-1-9 Minami 7jo nishi, Chuo-ku","Sapporo","Hokkaido","064-0807","43.05","141.36","81-11-520-7111","2.0","JPSPK00274","64yc","32360190","","1993","2025-07-16 18:03:26","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0884","Hotel Bougainvillea Sapporo","Sapporo","4","7-6-1 Minami-2-jonishi Chuo-ku","8.6","2431","Hotel","7-6-1 Minami-2-jonishi Chuo-ku","Sapporo","Hokkaido","060-0062","43.05653696","141.3467756","81-11-222-1010","3.0","","Aq5b","","","","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0885","Hotel Classe Stay Sapporo","Sapporo","5","2-5-90 Minami 8-jo Nishi Chuo-ku","8.7","2528","Hotel","2-5-90 Minami 8-jo Nishi Chuo-ku","Sapporo","Hokkaido","064-0808","43.05083054","141.3563764","81-11-596-8255","2.5","JPSPK00289","d93k","10946596","","","2025-07-18 16:18:10","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0886","Hotel Emion Sapporo","Sapporo","3","1-4 Kita 8jo nishi, Kita-ku","8.799999999999999","2625","Hotel","1-4 Kita 8jo nishi, Kita-ku","Sapporo","Hokkaido","060-0808","43.07","141.35","81-11-374-6627","2.5","JPSPK00300","KxQj","","","240","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0887","HOTEL FORZA SAPPORO-EKIMAE","Sapporo","4","Sapporo 신삿포로","8.9","2722","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0888","HOTEL HAMILTON SAPPORO","Sapporo","5","1-238 MINAMI 1-JONIAHI 15-CHOME CHUOKU SAPPORO SAPPORO Japan","9.0","2819","Hotel","1-238 MINAMI 1-JONIAHI 15-CHOME CHUOKU SAPPORO SAPPORO Japan","Sapporo","","","43.05686","141.3342","0081116320080","","JPSPK00107","","","","","2024-02-04 16:36:17","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0889","Hotel Hashimoto","Sapporo","3","Higashi 2-4 Minami 2Jyo Chuo-ku","9.1","2916","Hotel","Higashi 2-4 Minami 2Jyo Chuo-ku","Sapporo","Hokkaido","060-0052","43.059223149999994","141.3589437","81-11-231-1123","3.5","JPSPK00131","PHJs","734590","9803799","","2025-03-11 11:53:07","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0890","Hotel Hokke Club Sapporo","Sapporo","4","3 Kita 2jonishi, Chuo-ku","9.2","3013","Hotel","3 Kita 2jonishi, Chuo-ku","Sapporo","Hokkaido","060-0002","43.064127899999995","141.3525135","81-11-221-2141","3.5","JPSPK00039","GnI4","267811","5255414","","2026-07-08 16:26:10","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0891","Hotel JAL City Sapporo Nakajima Park","Sapporo","5","3-1-25 Minami-8-jonishi Chuo-ku","9.3","3110","Hotel","3-1-25 Minami-8-jonishi Chuo-ku","Sapporo","Hokkaido","064-0808","43.05025994","141.3556347","81-11-521-2580","3.0","JPSPK00194","9G9v","6992614","36284134","","2026-07-20 17:50:53","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0892","HOTEL KEIHAN SAPPORO","Sapporo","3","6-1-9 Kita-6-jyo-nishi,Kita-ku","9.399999999999999","3207","Resort","6-1-9 Kita-6-jyo-nishi,Kita-ku","Sapporo","Hokkaido","060-0806","43.06772448","141.3461777","81-11-758-0321","4.0","JPSPK00049","He9o","186494","4626663","986","2025-12-06 23:00:24","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0893","Hotel Kotoni Sapporo","Sapporo","4","Sapporo 스스키노","9.5","3304","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0894","Hotel la mer","Sapporo","5","Sapporo 나카지마공원","9.6","3401","Ryokan","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0895","Hotel Lifort Sapporo","Sapporo","3","1 Minami-10-jonishi Chuo-ku","9.7","3498","Hotel","1 Minami-10-jonishi Chuo-ku","Sapporo","Hokkaido","064-0810","43.04704123","141.357053","81-11-521-5211","3.0","JPSPK00017","q8hm","3073016","","","2025-11-17 18:15:22","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0896","HOTEL LiVEMAX","Sapporo","4","Sapporo 모이와산","9.8","3595","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0897","HOTEL LiVEMAX PREMIUM Sapporo Odori koen","Sapporo","5","Sapporo 신삿포로","7.1","3692","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0898","HOTEL LiVEMAX SAPPORO NAKAJIMA KOEN GRANDE","Sapporo","3","Sapporo 조잔케이","7.199999999999999","3789","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0899","Hotel LiVEMAX Sapporo-Ekimae","Sapporo","4","Sapporo 기타구","7.3","3886","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0900","Hotel Mystays Sapporo eki Kitaguchi","Sapporo","5","Sapporo 도요히라","7.3999999999999995","3983","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0901","HOTEL MYSTAYS Sapporo Nakajima Park","Sapporo","3","1-1-20 Minami 14-jo Nishi, Chuo-ku","7.5","4080","Hotel","1-1-20 Minami 14-jo Nishi, Chuo-ku","Sapporo","Hokkaido","064-0914","43.04257232","141.3566755","81-11-531-0550","3.5","","mqHa","399849","","","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0902","HOTEL MYSTAYS Sapporo Nakajima Park Annex","Sapporo","4","1-4-3 Minami 11jonishi, Chuo-ku","7.6","4177","Hotel","1-4-3 Minami 11jonishi, Chuo-ku","Sapporo","Hokkaido","064-0811","43.04602303","141.3572599","81-11-563-6700","2.5","JPSPK00157","fL88","569059","7794756","","2025-12-10 15:52:43","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0903","Hotel Mystays Sapporo Susukino","Sapporo","5","5-1-7 Minami 7jonishi, Chuo-ku","7.699999999999999","4274","Resort","5-1-7 Minami 7jonishi, Chuo-ku","Sapporo","Hokkaido","064-0807","43.05204899999999","141.352191","81-11-520-1500","3.0","JPSPK00197","qDkC","548995","","","2026-07-08 16:26:10","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0904","Hotel Nets Sapporo","Sapporo","3","4-2-1 Minami-7-jonishi Chuo-ku","7.8","4371","Hotel","4-2-1 Minami-7-jonishi Chuo-ku","Sapporo","Hokkaido","064-0807","43.052249700000004","141.353352","81-50-5444-6618","3.0","JPSPK00133","Nwzv","2162978","18456648","","2025-04-30 10:53:50","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0905","Hotel Nolte","Sapporo","4","Sapporo 마루야마","7.8999999999999995","4468","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0906","Hotel North City","Sapporo","5","Nishi 1 chome Minami 9 jo Chuo ku  064 0809 Sapporo ´JP´","8.0","4565","Hotel","Nishi 1 chome Minami 9 jo Chuo ku  064 0809 Sapporo ´JP´","Sapporo","","","43.0494194030762","141.357299804688","0081 11 5129748","","JPSPK00225","","","","","2024-05-31 23:11:18","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0907","Hotel ONE'S RESIDENCE","Sapporo","3","2-5-67 Minami 8 jo nishi, Chuo ward, ２丁目 南８?西 中央? Sapporo, Hokkaido 064-0808, , Sapporo, 064-0808, Japan","8.1","4662","Hotel","2-5-67 Minami 8 jo nishi, Chuo ward, ２丁目 南８?西 中央? Sapporo, Hokkaido 064-0808, , Sapporo, 064-0808, Japan","Sapporo","","","43.050426","141.356453","81 92 260 9531","","JPSPK00302","","","","","2025-06-04 14:43:30","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0908","Hotel Pearl City Sapporo","Sapporo","4","Kita3-jonishi, Chuo-ku Sapporo-shi, Hokkaido, 060-0003, Japan","8.2","4759","Hotel","Kita3-jonishi, Chuo-ku Sapporo-shi, Hokkaido, 060-0003, Japan","Sapporo","","","43.065268142309904","141.3528673226151","81-11-222-0511","","JPSPK00096","","","","","2025-09-15 12:31:43","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0909","Hotel Polestar Sapporo","Sapporo","5","Sapporo 기타구","8.299999999999999","4856","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0910","Hotel Relief SAPPORO SUSUKINO","Sapporo","3","3-1-4 Minami 8jo nishi, Chuo-ku","8.4","4953","Hotel","3-1-4 Minami 8jo nishi, Chuo-ku","Sapporo","Hokkaido","064-0808","43.05085126","141.3554629","81-11-520-6550","2.5","JPSPK00101","mCon","720558","","737","2025-04-30 10:53:50","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0911","HOTEL RESOL SAPPORO NAKAJIMAKOUEN","Sapporo","4","4-4-10 Minamikujyonishi, Chuo-ku","8.5","150","Hotel","4-4-10 Minamikujyonishi, Chuo-ku","Sapporo","Hokkaido","064-0809","43.04874089","141.3529727","81-11-562-9269","2.5","","2xDX","197836","","","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0912","Hotel rio","Sapporo","5","Sapporo 오도리","8.6","247","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0913","Hotel Ronshan Sapporo","Sapporo","3","1 Minami-5-johigashi, Chuo-ku","8.7","344","Ryokan","1 Minami-5-johigashi, Chuo-ku","Sapporo","Hokkaido","060-0055","43.05545661","141.3589789","81-11-561-1131","2.5","JPSPK00134","ZZU6","200532","","","2025-07-27 19:55:34","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0914","HOTEL ROUTE-INN","Sapporo","4","Sapporo 나카지마공원","8.799999999999999","441","Resort","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0915","Hotel Route-Inn Sapporo Ekimae","Sapporo","5","Sapporo 마루야마","8.9","538","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0916","HOTEL ROYAL STAY SAPPORO","Sapporo","3","8-2-1 Minami 6-jo Nishi, Chuo-ku  064-0806 Sapporo ´JP´","9.0","635","Hotel","8-2-1 Minami 6-jo Nishi, Chuo-ku  064-0806 Sapporo ´JP´","Sapporo","","","43.052619934082","141.347534179688","+81 3 51568353","","JPSPK00202","","","","","2025-07-15 17:13:01","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0917","Hotel Sapporo Garden Palace","Sapporo","4","6 Kita 1jonishi, Chuo-ku","9.1","732","Hotel","6 Kita 1jonishi, Chuo-ku","Sapporo","Hokkaido","060-0001","43.06226962","141.3472224","81-11-261-5311","3.5","JPSPK00013","PrXz","186801","3867344","1605","2025-03-11 11:53:07","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0918","Hotel Sapporo Met's","Sapporo","5","5-2-50 Kita-17-jonishi, Kita-ku","9.2","829","Hotel","5-2-50 Kita-17-jonishi, Kita-ku","Sapporo","","","43.081083436468944","141.34504962086677","81-11-726-5511","","JPSPK00318","","","","","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0919","Hotel show sapporo","Sapporo","3","Sapporo 기타구","9.3","926","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0920","HOTEL Sosei Sapporo M Gallery","Sapporo","4","Sapporo 도요히라","9.399999999999999","1023","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0921","Hotel Tetora Split Sapporo","Sapporo","5","Sapporo 삿포로역","9.5","1120","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0922","Hotel Tokeidai","Sapporo","3","3 Kita-2-jonishi Chuo-ku","9.6","1217","Hotel","3 Kita-2-jonishi Chuo-ku","Sapporo","Hokkaido","060-0002","43.063844589999995","141.3523302","81-11-222-7211","2.5","JPSPK00256","2r4u","6993210","6603957","","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0923","Hotel Vista Sapporo","Sapporo","4","Sapporo 스스키노","9.7","1314","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0924","Hotel Vista Sapporo Odori","Sapporo","5","5-16 Minami 3 jo Nishi, Chuo-ku, Sapporo City, Hokkaido, Japan 060-0063","9.8","1411","Hotel","5-16 Minami 3 jo Nishi, Chuo-ku, Sapporo City, Hokkaido, Japan 060-0063","Sapporo","","","43.05675249999999","141.35038020000002","011-233-3151","","JPSPK00117","","","","","2025-09-15 12:31:43","Hotellist_supplier_japan_clean.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0925","Hotel Water Gate Timeless Resort","Sapporo","3","Sapporo 마루야마","7.1","1508","Resort","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0926","Hotel WBF Sapporo Chuo","Sapporo","4","1-2-2 Minami-2-jonishi Chuo-ku","7.199999999999999","1605","Hotel","1-2-2 Minami-2-jonishi Chuo-ku","Sapporo","Hokkaido","060-0062","43.05848704","141.3564884","81-11-290-3000","2.5","","N5vG","812727","","","","RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0927","Hotel Yukita","Sapporo","5","Kita 36-jo Higashi 15-3-15, Higashi-ku","7.3","1702","Hotel","Kita 36-jo Higashi 15-3-15, Higashi-ku","Sapporo","Hokkaido","007-0836","43.10705098","141.3682261","81-11-751-3500","3.0","JPHOK00164","sjlh","","","","2025-12-05 23:03:04","Hotellist_supplier_japan_clean.xlsx · RTX JP Hotel template_20260528.xlsx","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0928","ＨＯＴＥＬＷｅｇｏヒラギシ","Sapporo","3","Sapporo 조잔케이","7.3999999999999995","1799","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0929","ＨＯＴＥＬＷＯＯＰａｒｔ－１","Sapporo","4","Sapporo 기타구","7.5","1896","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
"H0930","ＨＯＴＥＬＷＯＯＰａｒｔ－2","Sapporo","5","Sapporo 도요히라","7.6","1993","Hotel","","","","","","","","","","","","","","","","호텔명·도시 및 실제정보 컬럼=사용자 제공 일본 호텔 자료(매칭된 호텔) / 가격·이용자평점·리뷰수·시설·재고=가상"
