"search_result_id","search_id","hotel_id","room_id","result_score","result_rank","price_rank","data_origin"
"XEO9Ilm9h5C","Qy9phiue1Y","H0913","R0913_1","86.0","15","2","실제 노출 로그 / 점수·순위는 실험용"
"XEts5senRoc","Qy9phiue1Y","H0883","R0883_1","85.0","16","15","실제 노출 로그 / 점수·순위는 실험용"
"XEJUxLcP3gB","Qy9phiue1Y","H0967","R0967_1","84.0","17","6","실제 노출 로그 / 점수·순위는 실험용"
"XE0VE4qDpsT","Qy9phiue1Y","H0853","R0853_1","83.0","18","28","실제 노출 로그 / 점수·순위는 실험용"
"XEeBGhe2qHh","Qy9phiue1Y","H0937","R0937_1","82.0","19","18","실제 노출 로그 / 점수·순위는 실험용"
"XEcbqu2WW38","Qy9phiue1Y","H0907","R0907_1","81.0","20","32","실제 노출 로그 / 점수·순위는 실험용"
"XEiW3wFai52","Qy9phiue1Y","H0991","R0991_1","80.0","21","23","실제 노출 로그 / 점수·순위는 실험용"
"XEKNRo4lJyE","Qy9phiue1Y","H0823","R0823_1","79.0","22","7","실제 노출 로그 / 점수·순위는 실험용"
"XEnP0PXXh69","Qy9phiue1Y","H0877","R0877_1","78.0","23","11","실제 노출 로그 / 점수·순위는 실험용"
"XEIBZ36JCKs","Qy9phiue1Y","H0961","R0961_1","77.0","24","3","실제 노출 로그 / 점수·순위는 실험용"
"XE7PNxJWzJ4","Qy9phiue1Y","H0847","R0847_1","76.0","25","24","실제 노출 로그 / 점수·순위는 실험용"
"XExK8hmYt2d","Qy9phiue1Y","H0931","R0931_1","75.0","26","16","실제 노출 로그 / 점수·순위는 실험용"
"XEUQPJ6EOTS","Qy9phiue1Y","H0901","R0901_1","74.0","27","29","실제 노출 로그 / 점수·순위는 실험용"
"XEzBR7ht4UK","Qy9phiue1Y","H0985","R0985_1","73.0","28","19","실제 노출 로그 / 점수·순위는 실험용"
"XEXOLrD1wbH","Qy9phiue1Y","H0817","R0817_1","72.0","29","4","실제 노출 로그 / 점수·순위는 실험용"
"XE8DsOMbQsF","Qy9phiue1Y","H0955","R0955_1","71.0","30","33","실제 노출 로그 / 점수·순위는 실험용"
"XEOLnUyQMKM","Qy9phiue1Y","H0871","R0871_1","70.0","31","8","실제 노출 로그 / 점수·순위는 실험용"
"XEVhROpcY2j","Qy9phiue1Y","H0841","R0841_1","69.0","32","20","실제 노출 로그 / 점수·순위는 실험용"
"XEVaIj7B2sH","Qy9phiue1Y","H0925","R0925_1","68.0","33","12","실제 노출 로그 / 점수·순위는 실험용"
"XEr5OzZhmjD","QAQYUagzxG","H0952","R0952_1","100.0","1","164","실제 노출 로그 / 점수·순위는 실험용"
"XEt9VJQ2POv","QAQYUagzxG","H0896","R0896_1","99.0","2","125","실제 노출 로그 / 점수·순위는 실험용"
"XEniImVrC80","QAQYUagzxG","H0840","R0840_1","98.0","3","93","실제 노출 로그 / 점수·순위는 실험용"
"XEK3l93JOcl","QAQYUagzxG","H0980","R0980_1","97.0","4","77","실제 노출 로그 / 점수·순위는 실험용"
"XEwJyl3BwHg","QAQYUagzxG","H0924","R0924_1","96.0","5","45","실제 노출 로그 / 점수·순위는 실험용"
"XEBeRDzj47M","QAQYUagzxG","H0868","R0868_1","95.0","6","13","실제 노출 로그 / 점수·순위는 실험용"
"XEFApU1mcmv","QAQYUagzxG","H0812","R0812_1","94.0","7","181","실제 노출 로그 / 점수·순위는 실험용"
"XEBSUp48Xq1","QAQYUagzxG","H0951","R0951_1","93.0","8","159","실제 노출 로그 / 점수·순위는 실험용"
"XEi3KmGLv0L","QAQYUagzxG","H0895","R0895_1","92.0","9","121","실제 노출 로그 / 점수·순위는 실험용"
"XEb6oDPUClj","QAQYUagzxG","H0839","R0839_1","91.0","10","89","실제 노출 로그 / 점수·순위는 실험용"
"XE1CMyg50I2","QAQYUagzxG","H0979","R0979_1","90.0","11","73","실제 노출 로그 / 점수·순위는 실험용"
"XE1fB1kz7nC","QAQYUagzxG","H0923","R0923_1","89.0","12","41","실제 노출 로그 / 점수·순위는 실험용"
"XEI9CVn3pj3","QAQYUagzxG","H0867","R0867_1","88.0","13","9","실제 노출 로그 / 점수·순위는 실험용"
"XEjJ428otvw","QAQYUagzxG","H0811","R0811_1","87.0","14","177","실제 노출 로그 / 점수·순위는 실험용"
"XE7B0Trr1Se","QAQYUagzxG","H0950","R0950_1","86.0","15","154","실제 노출 로그 / 점수·순위는 실험용"
"XEXKKgHu4cx","QAQYUagzxG","H0894","R0894_1","85.0","16","117","실제 노출 로그 / 점수·순위는 실험용"
"XEc77iBZkTy","QAQYUagzxG","H0838","R0838_1","84.0","17","85","실제 노출 로그 / 점수·순위는 실험용"
"XET6c4sPGBb","QAQYUagzxG","H0978","R0978_1","83.0","18","69","실제 노출 로그 / 점수·순위는 실험용"
"XExhdYMRU7D","QAQYUagzxG","H0922","R0922_1","82.0","19","37","실제 노출 로그 / 점수·순위는 실험용"
"XEegsRaXvzD","QAQYUagzxG","H0866","R0866_1","81.0","20","5","실제 노출 로그 / 점수·순위는 실험용"
"XESs2ePFpxS","QAQYUagzxG","H0810","R0810_1","80.0","21","173","실제 노출 로그 / 점수·순위는 실험용"
"XEVY8nqLqM2","QAQYUagzxG","H0809","R0809_1","79.0","22","169","실제 노출 로그 / 점수·순위는 실험용"
"XEwoTqUP31C","QAQYUagzxG","H0949","R0949_1","78.0","23","149","실제 노출 로그 / 점수·순위는 실험용"
"XE3AquG3wkk","QAQYUagzxG","H0893","R0893_1","77.0","24","113","실제 노출 로그 / 점수·순위는 실험용"
"XEaZR34qWIE","QAQYUagzxG","H0837","R0837_1","76.0","25","81","실제 노출 로그 / 점수·순위는 실험용"
"XEI89EdS7fX","QAQYUagzxG","H0977","R0977_1","75.0","26","65","실제 노출 로그 / 점수·순위는 실험용"
"XEttVTXfKRL","QAQYUagzxG","H0921","R0921_1","74.0","27","33","실제 노출 로그 / 점수·순위는 실험용"
"XE22xgj1FRC","QAQYUagzxG","H0865","R0865_1","73.0","28","1","실제 노출 로그 / 점수·순위는 실험용"
"XEyNIBxrdYy","QAQYUagzxG","H0808","R0808_1","72.0","29","165","실제 노출 로그 / 점수·순위는 실험용"
"XEVZow7XNZj","QAQYUagzxG","H0948","R0948_1","71.0","30","144","실제 노출 로그 / 점수·순위는 실험용"
"XEK4nfxpNys","QAQYUagzxG","H0892","R0892_1","70.0","31","109","실제 노출 로그 / 점수·순위는 실험용"
"XET5gFkbisv","QAQYUagzxG","H0836","R0836_1","69.0","32","78","실제 노출 로그 / 점수·순위는 실험용"
"XEZvvJJv32N","QAQYUagzxG","H0976","R0976_1","68.0","33","61","실제 노출 로그 / 점수·순위는 실험용"
"XEirwJ15j58","QAQYUagzxG","H0920","R0920_1","67.0","34","29","실제 노출 로그 / 점수·순위는 실험용"
"XEAQG81VF9Q","QAQYUagzxG","H0864","R0864_1","66.0","35","197","실제 노출 로그 / 점수·순위는 실험용"
"XE9LnKBmh3h","QAQYUagzxG","H0807","R0807_1","65.0","36","160","실제 노출 로그 / 점수·순위는 실험용"
"XEt6fQcy2Vs","QAQYUagzxG","H0947","R0947_1","64.0","37","139","실제 노출 로그 / 점수·순위는 실험용"
"XErxfi5LDjB","QAQYUagzxG","H0891","R0891_1","63.0","38","105","실제 노출 로그 / 점수·순위는 실험용"
"XEDkAeZ479e","QAQYUagzxG","H0835","R0835_1","62.0","39","74","실제 노출 로그 / 점수·순위는 실험용"
"XETSKdoHFd8","QAQYUagzxG","H0975","R0975_1","61.0","40","57","실제 노출 로그 / 점수·순위는 실험용"
"XEGVh100Yuj","QAQYUagzxG","H0919","R0919_1","60.0","41","25","실제 노출 로그 / 점수·순위는 실험용"
"XEJY4cLtxeL","QAQYUagzxG","H0863","R0863_1","59.0","42","193","실제 노출 로그 / 점수·순위는 실험용"
"XEcIY3NB4eh","QAQYUagzxG","H0806","R0806_1","58.0","43","155","실제 노출 로그 / 점수·순위는 실험용"
"XE4HKJ63N9f","QAQYUagzxG","H0946","R0946_1","57.0","44","134","실제 노출 로그 / 점수·순위는 실험용"
"XEIKOUPe5Z3","QAQYUagzxG","H0890","R0890_1","56.0","45","101","실제 노출 로그 / 점수·순위는 실험용"
"XEfeyBCWilR","QAQYUagzxG","H0834","R0834_1","55.0","46","70","실제 노출 로그 / 점수·순위는 실험용"
"XENFVMNJplc","QAQYUagzxG","H0974","R0974_1","54.0","47","53","실제 노출 로그 / 점수·순위는 실험용"
"XExN0u7INri","QAQYUagzxG","H0918","R0918_1","53.0","48","21","실제 노출 로그 / 점수·순위는 실험용"
"XEhBKx79UdZ","QAQYUagzxG","H0862","R0862_1","52.0","49","189","실제 노출 로그 / 점수·순위는 실험용"
"XErZ9ZPD6Nt","QAQYUagzxG","H0805","R0805_1","51.0","50","150","실제 노출 로그 / 점수·순위는 실험용"
"XEJSN1Q3ohu","QAQYUagzxG","H0945","R0945_1","50.0","51","129","실제 노출 로그 / 점수·순위는 실험용"
"XEH6lvSSRmF","QAQYUagzxG","H0889","R0889_1","49.0","52","97","실제 노출 로그 / 점수·순위는 실험용"
"XEEhs540hod","QAQYUagzxG","H0833","R0833_1","48.0","53","66","실제 노출 로그 / 점수·순위는 실험용"
"XELLe5T0KCx","QAQYUagzxG","H0973","R0973_1","47.0","54","49","실제 노출 로그 / 점수·순위는 실험용"
"XE3vYysyY8y","QAQYUagzxG","H0917","R0917_1","46.0","55","17","실제 노출 로그 / 점수·순위는 실험용"
"XEKEjqYJhnh","QAQYUagzxG","H0861","R0861_1","45.0","56","185","실제 노출 로그 / 점수·순위는 실험용"
"XEyQBSxYwLf","QAQYUagzxG","H0804","R0804_1","44.0","57","145","실제 노출 로그 / 점수·순위는 실험용"
"XEvUSMbqkrC","QAQYUagzxG","H1000","R1000_1","43.0","58","166","실제 노출 로그 / 점수·순위는 실험용"
"XEivUc62WZi","QAQYUagzxG","H0944","R0944_1","42.0","59","126","실제 노출 로그 / 점수·순위는 실험용"
"XEIn9YueBOn","QAQYUagzxG","H0888","R0888_1","41.0","60","94","실제 노출 로그 / 점수·순위는 실험용"
"XEwYgu38uDB","QAQYUagzxG","H0832","R0832_1","40.0","61","62","실제 노출 로그 / 점수·순위는 실험용"
"XEpD6vaDcbG","QAQYUagzxG","H0972","R0972_1","39.0","62","46","실제 노출 로그 / 점수·순위는 실험용"
"XEJjoI43V2v","QAQYUagzxG","H0916","R0916_1","38.0","63","14","실제 노출 로그 / 점수·순위는 실험용"
"XEC3nPe78a5","QAQYUagzxG","H0860","R0860_1","37.0","64","182","실제 노출 로그 / 점수·순위는 실험용"
"XECSTeNwHCp","QAQYUagzxG","H0859","R0859_1","36.0","65","178","실제 노출 로그 / 점수·순위는 실험용"
"XELtRWp3YHN","QAQYUagzxG","H0803","R0803_1","35.0","66","140","실제 노출 로그 / 점수·순위는 실험용"
"XE9YclkglI9","QAQYUagzxG","H0999","R0999_1","34.0","67","161","실제 노출 로그 / 점수·순위는 실험용"
"XEO9JHog9l2","QAQYUagzxG","H0943","R0943_1","33.0","68","122","실제 노출 로그 / 점수·순위는 실험용"
"XEEzaUlxdAv","QAQYUagzxG","H0887","R0887_1","32.0","69","90","실제 노출 로그 / 점수·순위는 실험용"
"XEogLV00vS0","QAQYUagzxG","H0831","R0831_1","31.0","70","58","실제 노출 로그 / 점수·순위는 실험용"
"XE4pS2d069D","QAQYUagzxG","H0971","R0971_1","30.0","71","42","실제 노출 로그 / 점수·순위는 실험용"
"XE6OF2fGi9x","QAQYUagzxG","H0915","R0915_1","29.0","72","10","실제 노출 로그 / 점수·순위는 실험용"
"XE0hEz5qmIZ","QAQYUagzxG","H0858","R0858_1","28.0","73","174","실제 노출 로그 / 점수·순위는 실험용"
"XE3zscT3vk8","QAQYUagzxG","H0802","R0802_1","27.0","74","135","실제 노출 로그 / 점수·순위는 실험용"
"XEvVzuwZ0sY","QAQYUagzxG","H0998","R0998_1","26.0","75","156","실제 노출 로그 / 점수·순위는 실험용"
"XEmx6O1Hw6H","QAQYUagzxG","H0942","R0942_1","25.0","76","118","실제 노출 로그 / 점수·순위는 실험용"
"XEFMBHhA41z","QAQYUagzxG","H0886","R0886_1","24.0","77","86","실제 노출 로그 / 점수·순위는 실험용"
"XEE8b8li0dZ","QAQYUagzxG","H0830","R0830_1","23.0","78","54","실제 노출 로그 / 점수·순위는 실험용"
"XEqCwpzKHak","QAQYUagzxG","H0970","R0970_1","22.0","79","38","실제 노출 로그 / 점수·순위는 실험용"
"XEdzJjj8P9B","QAQYUagzxG","H0914","R0914_1","21.0","80","6","실제 노출 로그 / 점수·순위는 실험용"
"XE1wxmwg02e","QAQYUagzxG","H0857","R0857_1","20.0","81","170","실제 노출 로그 / 점수·순위는 실험용"
"XE2df3Alsym","QAQYUagzxG","H0801","R0801_1","19.0","82","130","실제 노출 로그 / 점수·순위는 실험용"
"XEZ8eASKGLt","QAQYUagzxG","H0997","R0997_1","18.0","83","151","실제 노출 로그 / 점수·순위는 실험용"
"XEunhdxWk2O","QAQYUagzxG","H0941","R0941_1","17.0","84","114","실제 노출 로그 / 점수·순위는 실험용"
"XEQA0p6VST7","QAQYUagzxG","H0885","R0885_1","16.0","85","82","실제 노출 로그 / 점수·순위는 실험용"
"XEb9gpcHOFT","QAQYUagzxG","H0829","R0829_1","15.0","86","50","실제 노출 로그 / 점수·순위는 실험용"
"XEEf4FIilx7","QAQYUagzxG","H0969","R0969_1","14.0","87","34","실제 노출 로그 / 점수·순위는 실험용"
"XEexA6L1D5t","QAQYUagzxG","H0913","R0913_1","13.0","88","2","실제 노출 로그 / 점수·순위는 실험용"
"XE4lA48hXx4","QAQYUagzxG","H0856","R0856_1","12.0","89","167","실제 노출 로그 / 점수·순위는 실험용"
"XEnoTP1Euhn","QAQYUagzxG","H0996","R0996_1","11.0","90","146","실제 노출 로그 / 점수·순위는 실험용"
"XETYJEuYpHs","QAQYUagzxG","H0940","R0940_1","10.0","91","110","실제 노출 로그 / 점수·순위는 실험용"
"XEaijWIvwN3","QAQYUagzxG","H0884","R0884_1","9.0","92","79","실제 노출 로그 / 점수·순위는 실험용"
"XEUKdZO5LDF","QAQYUagzxG","H0828","R0828_1","8.0","93","47","실제 노출 로그 / 점수·순위는 실험용"
"XEW8C7Y50zH","QAQYUagzxG","H0968","R0968_1","7.0","94","30","실제 노출 로그 / 점수·순위는 실험용"
"XEAaCNlMOeA","QAQYUagzxG","H0912","R0912_1","6.0","95","198","실제 노출 로그 / 점수·순위는 실험용"
"XExKbSP1Ylb","QAQYUagzxG","H0855","R0855_1","5.0","96","162","실제 노출 로그 / 점수·순위는 실험용"
"XExDtHCE80Y","QAQYUagzxG","H0995","R0995_1","4.0","97","141","실제 노출 로그 / 점수·순위는 실험용"
"XEI0PdZKOIz","QAQYUagzxG","H0939","R0939_1","3.0","98","106","실제 노출 로그 / 점수·순위는 실험용"
"XEMtUZ9o0A2","QAQYUagzxG","H0883","R0883_1","2.0","99","75","실제 노출 로그 / 점수·순위는 실험용"
"XETNPr2UHog","QAQYUagzxG","H0827","R0827_1","1.0","100","43","실제 노출 로그 / 점수·순위는 실험용"
"XEozMFOfsOd","QAQYUagzxG","H0967","R0967_1","0.0","101","26","실제 노출 로그 / 점수·순위는 실험용"
"XEyLYZe41SA","QAQYUagzxG","H0911","R0911_1","0.0","102","194","실제 노출 로그 / 점수·순위는 실험용"
"XEf3SspvLSS","QAQYUagzxG","H0910","R0910_1","0.0","103","190","실제 노출 로그 / 점수·순위는 실험용"
"XEuP2F0ji7p","QAQYUagzxG","H0854","R0854_1","0.0","104","157","실제 노출 로그 / 점수·순위는 실험용"
"XEe89rt8jnt","QAQYUagzxG","H0994","R0994_1","0.0","105","136","실제 노출 로그 / 점수·순위는 실험용"
"XE4JN6tLuU0","QAQYUagzxG","H0938","R0938_1","0.0","106","102","실제 노출 로그 / 점수·순위는 실험용"
"XEb8ALn24P6","QAQYUagzxG","H0882","R0882_1","0.0","107","71","실제 노출 로그 / 점수·순위는 실험용"
"XEt5Ld3oSxr","QAQYUagzxG","H0826","R0826_1","0.0","108","39","실제 노출 로그 / 점수·순위는 실험용"
"XEFUBk8mWUI","QAQYUagzxG","H0966","R0966_1","0.0","109","22","실제 노출 로그 / 점수·순위는 실험용"
"XEj7iaHTs4G","QAQYUagzxG","H0909","R0909_1","0.0","110","186","실제 노출 로그 / 점수·순위는 실험용"
"XE4syK5QKd2","QAQYUagzxG","H0853","R0853_1","0.0","111","152","실제 노출 로그 / 점수·순위는 실험용"
"XEsytMTT1Dc","QAQYUagzxG","H0993","R0993_1","0.0","112","131","실제 노출 로그 / 점수·순위는 실험용"
"XEu1yuqd2C6","QAQYUagzxG","H0937","R0937_1","0.0","113","98","실제 노출 로그 / 점수·순위는 실험용"
"XEx9LY2TuYq","QAQYUagzxG","H0881","R0881_1","0.0","114","67","실제 노출 로그 / 점수·순위는 실험용"
"XExoRILggKa","QAQYUagzxG","H0825","R0825_1","0.0","115","35","실제 노출 로그 / 점수·순위는 실험용"
"XE8LE2PD9Gd","QAQYUagzxG","H0965","R0965_1","0.0","116","18","실제 노출 로그 / 점수·순위는 실험용"
"XEEwWQ7eTtC","QAQYUagzxG","H0908","R0908_1","0.0","117","183","실제 노출 로그 / 점수·순위는 실험용"
"XEfXun97uth","QAQYUagzxG","H0852","R0852_1","0.0","118","147","실제 노출 로그 / 점수·순위는 실험용"
"XEqVbey1kDH","QAQYUagzxG","H0992","R0992_1","0.0","119","127","실제 노출 로그 / 점수·순위는 실험용"
"XEuIeZovGkk","QAQYUagzxG","H0936","R0936_1","0.0","120","95","실제 노출 로그 / 점수·순위는 실험용"
"XEUQfjmw7TN","QAQYUagzxG","H0880","R0880_1","0.0","121","63","실제 노출 로그 / 점수·순위는 실험용"
"XE6Ywy8t4xq","QAQYUagzxG","H0824","R0824_1","0.0","122","31","실제 노출 로그 / 점수·순위는 실험용"
"XEDXw223ztS","QAQYUagzxG","H0964","R0964_1","0.0","123","15","실제 노출 로그 / 점수·순위는 실험용"
"XEEjyM5J0z3","QAQYUagzxG","H0907","R0907_1","0.0","124","179","실제 노출 로그 / 점수·순위는 실험용"
"XEXxZx8qZID","QAQYUagzxG","H0851","R0851_1","0.0","125","142","실제 노출 로그 / 점수·순위는 실험용"
"XESdYQSuSsW","QAQYUagzxG","H0991","R0991_1","0.0","126","123","실제 노출 로그 / 점수·순위는 실험용"
"XEHogUHw6CZ","QAQYUagzxG","H0935","R0935_1","0.0","127","91","실제 노출 로그 / 점수·순위는 실험용"
"XEXAypxDZ1g","QAQYUagzxG","H0879","R0879_1","0.0","128","59","실제 노출 로그 / 점수·순위는 실험용"
"XE0T08IVrTO","QAQYUagzxG","H0823","R0823_1","0.0","129","27","실제 노출 로그 / 점수·순위는 실험용"
"XESpiePiczm","QAQYUagzxG","H0963","R0963_1","0.0","130","11","실제 노출 로그 / 점수·순위는 실험용"
"XEjMwb51vou","QAQYUagzxG","H0906","R0906_1","0.0","131","175","실제 노출 로그 / 점수·순위는 실험용"
"XE9SqlQjoPE","QAQYUagzxG","H0850","R0850_1","0.0","132","137","실제 노출 로그 / 점수·순위는 실험용"
"XEqj62V33RS","QAQYUagzxG","H0990","R0990_1","0.0","133","119","실제 노출 로그 / 점수·순위는 실험용"
"XEJW5MxMUWz","QAQYUagzxG","H0934","R0934_1","0.0","134","87","실제 노출 로그 / 점수·순위는 실험용"
"XExdWrwAd2Z","QAQYUagzxG","H0878","R0878_1","0.0","135","55","실제 노출 로그 / 점수·순위는 실험용"
"XEqF463Hjyw","QAQYUagzxG","H0822","R0822_1","0.0","136","23","실제 노출 로그 / 점수·순위는 실험용"
"XEvRZqtxFD1","QAQYUagzxG","H0962","R0962_1","0.0","137","7","실제 노출 로그 / 점수·순위는 실험용"
"XEU0iXnsmRy","QAQYUagzxG","H0905","R0905_1","0.0","138","171","실제 노출 로그 / 점수·순위는 실험용"
"XEkAUmkiYPi","QAQYUagzxG","H0849","R0849_1","0.0","139","132","실제 노출 로그 / 점수·순위는 실험용"
"XEXJfbUA7uF","QAQYUagzxG","H0989","R0989_1","0.0","140","115","실제 노출 로그 / 점수·순위는 실험용"
"XEKavF1kiNG","QAQYUagzxG","H0933","R0933_1","0.0","141","83","실제 노출 로그 / 점수·순위는 실험용"
"XEqhEXfWVVO","QAQYUagzxG","H0877","R0877_1","0.0","142","51","실제 노출 로그 / 점수·순위는 실험용"
"XElSGZW9bpM","QAQYUagzxG","H0821","R0821_1","0.0","143","19","실제 노출 로그 / 점수·순위는 실험용"
"XEq54nI1wAB","QAQYUagzxG","H0961","R0961_1","0.0","144","3","실제 노출 로그 / 점수·순위는 실험용"
"XEqslR4KQfD","QAQYUagzxG","H0960","R0960_1","0.0","145","199","실제 노출 로그 / 점수·순위는 실험용"
"XEhQbXN9g78","QAQYUagzxG","H0904","R0904_1","0.0","146","168","실제 노출 로그 / 점수·순위는 실험용"
"XEXs9l1yxG4","QAQYUagzxG","H0848","R0848_1","0.0","147","128","실제 노출 로그 / 점수·순위는 실험용"
"XE8jDPnOz12","QAQYUagzxG","H0988","R0988_1","0.0","148","111","실제 노출 로그 / 점수·순위는 실험용"
"XEpINxxLxJh","QAQYUagzxG","H0932","R0932_1","0.0","149","80","실제 노출 로그 / 점수·순위는 실험용"
"XERKjo18XuS","QAQYUagzxG","H0876","R0876_1","0.0","150","48","실제 노출 로그 / 점수·순위는 실험용"
"XEf30AuZxls","QAQYUagzxG","H0820","R0820_1","0.0","151","16","실제 노출 로그 / 점수·순위는 실험용"
"XEKRpgQKYTu","QAQYUagzxG","H0959","R0959_1","0.0","152","195","실제 노출 로그 / 점수·순위는 실험용"
"XEZdQLUQKqc","QAQYUagzxG","H0903","R0903_1","0.0","153","163","실제 노출 로그 / 점수·순위는 실험용"
"XEOYdQOu0z5","QAQYUagzxG","H0847","R0847_1","0.0","154","124","실제 노출 로그 / 점수·순위는 실험용"
"XEsriL7IcOX","QAQYUagzxG","H0987","R0987_1","0.0","155","107","실제 노출 로그 / 점수·순위는 실험용"
"XEtdm01icsR","QAQYUagzxG","H0931","R0931_1","0.0","156","76","실제 노출 로그 / 점수·순위는 실험용"
"XEF5D1lK3PF","QAQYUagzxG","H0875","R0875_1","0.0","157","44","실제 노출 로그 / 점수·순위는 실험용"
"XEoIP6ZJTd8","QAQYUagzxG","H0819","R0819_1","0.0","158","12","실제 노출 로그 / 점수·순위는 실험용"
"XEkp0YnIg5j","QAQYUagzxG","H0958","R0958_1","0.0","159","191","실제 노출 로그 / 점수·순위는 실험용"
"XE9jPP9VJ6L","QAQYUagzxG","H0902","R0902_1","0.0","160","158","실제 노출 로그 / 점수·순위는 실험용"
"XEjPR7vxnCz","QAQYUagzxG","H0846","R0846_1","0.0","161","120","실제 노출 로그 / 점수·순위는 실험용"
"XECn6Jf9inU","QAQYUagzxG","H0986","R0986_1","0.0","162","103","실제 노출 로그 / 점수·순위는 실험용"
"XEz4Tv9ibZI","QAQYUagzxG","H0930","R0930_1","0.0","163","72","실제 노출 로그 / 점수·순위는 실험용"
"XEP44tSv8f3","QAQYUagzxG","H0874","R0874_1","0.0","164","40","실제 노출 로그 / 점수·순위는 실험용"
"XEbX0so21lJ","QAQYUagzxG","H0818","R0818_1","0.0","165","8","실제 노출 로그 / 점수·순위는 실험용"
"XEHHKClRN43","QAQYUagzxG","H0957","R0957_1","0.0","166","187","실제 노출 로그 / 점수·순위는 실험용"
"XEk7PJapx4S","QAQYUagzxG","H0901","R0901_1","0.0","167","153","실제 노출 로그 / 점수·순위는 실험용"
"XEJyhWQtTwN","QAQYUagzxG","H0845","R0845_1","0.0","168","116","실제 노출 로그 / 점수·순위는 실험용"
"XEAgozL5KZx","QAQYUagzxG","H0985","R0985_1","0.0","169","99","실제 노출 로그 / 점수·순위는 실험용"
"XES7UfUZpw1","QAQYUagzxG","H0929","R0929_1","0.0","170","68","실제 노출 로그 / 점수·순위는 실험용"
"XEGtYqbzmYp","QAQYUagzxG","H0873","R0873_1","0.0","171","36","실제 노출 로그 / 점수·순위는 실험용"
"XEfrGZmCOvU","QAQYUagzxG","H0817","R0817_1","0.0","172","4","실제 노출 로그 / 점수·순위는 실험용"
"XEVr5jy8s16","QAQYUagzxG","H0956","R0956_1","0.0","173","184","실제 노출 로그 / 점수·순위는 실험용"
"XEUTLKnz6oa","QAQYUagzxG","H0900","R0900_1","0.0","174","148","실제 노출 로그 / 점수·순위는 실험용"
"XEk13vAXDP6","QAQYUagzxG","H0844","R0844_1","0.0","175","112","실제 노출 로그 / 점수·순위는 실험용"
"XEuhqRUbvJz","QAQYUagzxG","H0984","R0984_1","0.0","176","96","실제 노출 로그 / 점수·순위는 실험용"
"XEnBYrqod83","QAQYUagzxG","H0928","R0928_1","0.0","177","64","실제 노출 로그 / 점수·순위는 실험용"
"XEVndkJXa02","QAQYUagzxG","H0872","R0872_1","0.0","178","32","실제 노출 로그 / 점수·순위는 실험용"
"XEUWAr9V0jW","QAQYUagzxG","H0816","R0816_1","0.0","179","200","실제 노출 로그 / 점수·순위는 실험용"
"XE0giEbDafk","QAQYUagzxG","H0955","R0955_1","0.0","180","180","실제 노출 로그 / 점수·순위는 실험용"
"XEIYOQNPFKb","QAQYUagzxG","H0899","R0899_1","0.0","181","143","실제 노출 로그 / 점수·순위는 실험용"
"XEmAjCBnb3T","QAQYUagzxG","H0843","R0843_1","0.0","182","108","실제 노출 로그 / 점수·순위는 실험용"
"XEvINKjQKzQ","QAQYUagzxG","H0983","R0983_1","0.0","183","92","실제 노출 로그 / 점수·순위는 실험용"
"XEoSZ4VuOxl","QAQYUagzxG","H0927","R0927_1","0.0","184","60","실제 노출 로그 / 점수·순위는 실험용"
"XEm8rWXJrkN","QAQYUagzxG","H0871","R0871_1","0.0","185","28","실제 노출 로그 / 점수·순위는 실험용"
"XEZ5v2lWAiC","QAQYUagzxG","H0815","R0815_1","0.0","186","196","실제 노출 로그 / 점수·순위는 실험용"
"XE05mKck367","QAQYUagzxG","H0954","R0954_1","0.0","187","176","실제 노출 로그 / 점수·순위는 실험용"
"XEShH2mPL73","QAQYUagzxG","H0898","R0898_1","0.0","188","138","실제 노출 로그 / 점수·순위는 실험용"
"XEOCFywPJBa","QAQYUagzxG","H0842","R0842_1","0.0","189","104","실제 노출 로그 / 점수·순위는 실험용"
"XE03iEYLeD5","QAQYUagzxG","H0982","R0982_1","0.0","190","88","실제 노출 로그 / 점수·순위는 실험용"
"XEglaWPFQtv","QAQYUagzxG","H0926","R0926_1","0.0","191","56","실제 노출 로그 / 점수·순위는 실험용"
"XEt0YgCg5IV","QAQYUagzxG","H0870","R0870_1","0.0","192","24","실제 노출 로그 / 점수·순위는 실험용"
"XEQOEH58oaO","QAQYUagzxG","H0814","R0814_1","0.0","193","192","실제 노출 로그 / 점수·순위는 실험용"
"XEoXSGP14fW","QAQYUagzxG","H0953","R0953_1","0.0","194","172","실제 노출 로그 / 점수·순위는 실험용"
"XEDw75A6fJs","QAQYUagzxG","H0897","R0897_1","0.0","195","133","실제 노출 로그 / 점수·순위는 실험용"
"XEFvDA8GB8h","QAQYUagzxG","H0841","R0841_1","0.0","196","100","실제 노출 로그 / 점수·순위는 실험용"
"XEd1nNKyIzl","QAQYUagzxG","H0981","R0981_1","0.0","197","84","실제 노출 로그 / 점수·순위는 실험용"
"XEpOTx4HP3n","QAQYUagzxG","H0925","R0925_1","0.0","198","52","실제 노출 로그 / 점수·순위는 실험용"
"XEqKDXPKIs4","QAQYUagzxG","H0869","R0869_1","0.0","199","20","실제 노출 로그 / 점수·순위는 실험용"
"XEExV425Hyx","QAQYUagzxG","H0813","R0813_1","0.0","200","188","실제 노출 로그 / 점수·순위는 실험용"
